"time","Inf.Asintomaticos","Inf.Leves","Inf.Hosp","Inf.UCI","Total.infecciosos","Defunciones","Removidos","Defunciones_por_dia","Removidos_por_dia"
130,1227640.59021067,2727826.76203326,531244.126653951,265622.082634951,4752333.56153283,116892.793130597,3365520.2314907,8240.76723451416,233677.262509393
131,1306969.80705016,2905085.55304277,565913.530652473,282956.783877136,5060925.67462254,125666.269275016,3614185.57638881,8773.47614441904,248665.344898118
132,1393589.4824371,3097766.70674249,603542.417416362,301771.22653169,5396669.83312764,135017.818520897,3879167.45833135,9351.54924588108,264981.881942539
133,1487942.66321482,3306907.85704018,644335.046732246,322167.540490761,5761353.107478,144996.513735829,4161899.15356235,9978.69521493255,282731.695230993
134,1590221.75023462,3533090.48652935,688413.248855236,344206.640880789,6155932.12649999,155654.083366627,4463883.81851605,10657.5696307973,301984.664953704
135,1700264.76854084,3776236.71796433,735778.701616043,367889.366616055,6580169.55473728,167043.295998628,4786642.01299065,11389.2126320015,322758.194474599
136,1817451.53080828,4035402.03494587,786274.215755636,393137.12306601,7032264.90457579,179215.726424316,5131640.12701657,12172.4304256884,344998.114025919
137,1940622.70346616,4308606.7264564,839551.839252226,419775.934218767,7508557.20339355,192218.941666801,5500201.22154012,13003.2152424847,368561.094523547
138,2068051.56432313,4592762.46035298,895058.137346439,447529.082693687,8003401.24471623,206093.302107187,5893404.8045765,13874.3604403857,393203.583036381
139,2197496.33988236,4883748.02082621,952046.642935399,476023.334938417,8509314.33858239,220868.730330431,6311987.03708591,14775.4282232442,418582.232509418
140,2326347.21615808,5176663.82199319,1009623.08838331,504811.557134177,9017445.68366875,236561.941234281,6756257.20156861,15693.2109038494,444270.164482691
141,2451857.09567588,5466248.80370233,1066820.66330453,533410.344087304,9518336.90677004,253174.644862678,7226046.60841752,16612.7036283976,469789.406848918
142,2571416.13300547,5747388.83019167,1122692.56950946,561346.296702187,10002843.8294088,270693.114304019,7720702.0083255,17518.4694413412,494655.39990798
143,2682811.76266482,6015609.88249724,1176402.50025153,588201.261604753,10463025.4070183,289089.246647348,8239126.90852063,18396.1323433283,518424.900195124
144,2784416.01365391,6267446.90455933,1227293.07664431,613646.549351044,10892802.5442086,308322.922701764,8779863.75493795,19233.6760544168,540736.846417325
145,2875266.19150065,6500621.63741427,1274919.87001216,637459.945602523,11288267.6445296,328345.185347085,9341200.88637759,20022.2626453206,561337.131439636
146,2955037.24294505,6714021.63054758,1319049.31648477,659524.668423333,11647632.8584007,349101.677662029,9921285.9475975,20756.4923149439,580085.061219916
147,3023932.65833692,6907525.45260437,1359628.45850089,679814.239032196,11970900.8084744,370535.806542487,10518228.5058261,21434.1288804578,596942.558228604
148,3082536.09852742,7081749.03349114,1396739.98419859,698370.001497494,12259395.1177146,392591.280015114,11130180.8121115,22055.4734726273,611952.306285366
149,3131661.53841121,7237781.9919839,1430555.04455271,715277.531306046,12515276.1062539,415213.897796778,11755393.249267,22622.617781664,625212.437155554
150,3172229.15320784,7376964.72098968,1461293.11508714,730646.566219203,12741133.5555039,438352.628775477,12392246.0444244,23138.7309786991,636852.795157382
151,3205176.31045574,7500725.11057071,1489192.42578781,744596.221229361,12939690.0680436,461960.137145669,13039262.8355237,23607.5083701916,647016.791099304
152,3231404.74417099,7610478.56041608,1514491.71285113,757245.864434184,13113620.8818724,485992.920633336,13695111.6919467,24032.7834876677,655848.856423017
